NORAD_CAT_ID,OBJECT_NUMBER,OBJECT_NAME,INTLDES,OBJECT_ID,RCS,RCS_SIZE,COUNTRY,MSG_EPOCH,DECAY_EPOCH,SOURCE,MSG_TYPE,PRECEDENCE
47439,47439,YUSAT-1,2021-006AC,2021-006AC,0,MEDIUM,TWN,8/2/2024 6:49,7/30/2024 0:00,decay_msg,Historical,2
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/17/2024 20:36,7/30/2024 0:00,60day_msg,Prediction,4
47900,47900,STARLINK-2360,2021-021AS,2021-021AS,0,LARGE,US,7/17/2024 20:36,7/30/2024 0:00,60day_msg,Prediction,4
49764,49764,STARLINK-3206,2021-115AS,2021-115AS,0,LARGE,US,7/25/2024 4:22,7/30/2024 0:00,60day_msg,Prediction,4
51484,51484,DELTA 4 DEB,2018-005F,2018-005F,0,SMALL,US,7/25/2024 4:22,7/30/2024 0:00,60day_msg,Prediction,4
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,7/30/2024 3:29,7/29/2024 23:29,TIP_msg,Prediction,3
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,7/29/2024 21:11,7/29/2024 23:29,TIP_msg,Prediction,3
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,7/27/2024 22:46,7/29/2024 23:13,TIP_msg,Prediction,3
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,7/26/2024 21:47,7/29/2024 21:34,TIP_msg,Prediction,3
13479,13479,COSMOS 1275 DEB,1981-053FZ,1981-053FZ,0,SMALL,CIS,7/10/2024 23:09,7/29/2024 0:00,60day_msg,Prediction,4
13479,13479,COSMOS 1275 DEB,1981-053FZ,1981-053FZ,0,SMALL,CIS,7/4/2024 4:07,7/29/2024 0:00,60day_msg,Prediction,4
14756,14756,TITAN 3C TRANSTAGE DEB,1965-108Y,1965-108Y,0,MEDIUM,US,7/4/2024 4:07,7/29/2024 0:00,60day_msg,Prediction,4
14819,14819,COSMOS 1544,1984-027A,1984-027A,0,LARGE,CIS,6/13/2024 3:48,7/29/2024 0:00,60day_msg,Prediction,4
32433,32433,FENGYUN 1C DEB,1999-025DAV,1999-025DAV,0,SMALL,PRC,2/1/2025 17:22,7/29/2024 0:00,satcat,Historical,1
32433,32433,FENGYUN 1C DEB,1999-025DAV,1999-025DAV,0,SMALL,PRC,8/2/2024 6:47,7/29/2024 0:00,decay_msg,Historical,2
32433,32433,FENGYUN 1C DEB,1999-025DAV,1999-025DAV,0,SMALL,PRC,7/25/2024 4:22,7/29/2024 0:00,60day_msg,Prediction,4
