NORAD_CAT_ID,OBJECT_NUMBER,OBJECT_NAME,INTLDES,OBJECT_ID,RCS,RCS_SIZE,COUNTRY,MSG_EPOCH,DECAY_EPOCH,SOURCE,MSG_TYPE,PRECEDENCE
34643,34643,IRIDIUM 33 DEB,1997-051JU,1997-051JU,0,SMALL,US,6/13/2024 3:48,7/29/2024 0:00,60day_msg,Prediction,4
41171,41171,VELOX 2,2015-077F,2015-077F,0,MEDIUM,SING,6/6/2024 6:29,7/29/2024 0:00,60day_msg,Prediction,4
43426,43426,CZ-2D DEB,2015-078B,2015-078B,0,SMALL,PRC,7/10/2024 23:09,7/29/2024 0:00,60day_msg,Prediction,4
43426,43426,CZ-2D DEB,2015-078B,2015-078B,0,SMALL,PRC,7/4/2024 4:07,7/29/2024 0:00,60day_msg,Prediction,4
45559,45559,STARLINK-1344,2020-025AE,2020-025AE,0,LARGE,US,6/13/2024 3:48,7/29/2024 0:00,60day_msg,Prediction,4
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/17/2024 20:36,7/29/2024 0:00,60day_msg,Prediction,4
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/4/2024 4:07,7/29/2024 0:00,60day_msg,Prediction,4
47439,47439,YUSAT-1,2021-006AC,2021-006AC,0,MEDIUM,TWN,7/25/2024 4:22,7/29/2024 0:00,60day_msg,Prediction,4
47439,47439,YUSAT-1,2021-006AC,2021-006AC,0,MEDIUM,TWN,7/17/2024 20:36,7/29/2024 0:00,60day_msg,Prediction,4
47961,47961,3B5GSAT,2021-022AF,2021-022AF,0,SMALL,UK,6/19/2024 1:55,7/29/2024 0:00,60day_msg,Prediction,4
48901,48901,TROPICS PATHFINDER,2021-059Y,2021-059Y,0,MEDIUM,US,7/10/2024 23:09,7/29/2024 0:00,60day_msg,Prediction,4
49789,49789,COSMOS 1408 DEB,1982-092JF,1982-092JF,0,MEDIUM,CIS,6/26/2024 5:47,7/29/2024 0:00,60day_msg,Prediction,4
49789,49789,COSMOS 1408 DEB,1982-092JF,1982-092JF,0,MEDIUM,CIS,6/6/2024 6:29,7/29/2024 0:00,60day_msg,Prediction,4
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,7/10/2024 23:09,7/29/2024 0:00,60day_msg,Prediction,4
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,7/4/2024 4:07,7/29/2024 0:00,60day_msg,Prediction,4
52067,52067,COSMOS 1408 DEB,1982-092BUV,1982-092BUV,0,SMALL,CIS,1/1/2025 23:48,7/29/2024 0:00,satcat,Historical,1
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/27/2024 21:28,7/28/2024 9:57,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/28/2024 13:28,7/28/2024 9:51,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/28/2024 8:00,7/28/2024 9:36,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/24/2024 9:39,7/28/2024 9:07,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/26/2024 7:09,7/28/2024 3:05,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/25/2024 12:41,7/28/2024 20:06,TIP_msg,Prediction,3
50810,50810,STARLINK-3348,2022-001H,2022-001H,0,LARGE,US,7/24/2024 1:38,7/28/2024 1:12,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/25/2024 19:48,7/28/2024 18:12,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/27/2024 10:20,7/28/2024 10:49,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/26/2024 20:33,7/28/2024 10:25,TIP_msg,Prediction,3
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/28/2024 3:40,7/28/2024 10:09,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/25/2024 3:27,7/28/2024 0:43,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/27/2024 4:49,7/28/2024 0:16,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/26/2024 7:54,7/28/2024 0:15,TIP_msg,Prediction,3
4206,4206,THORAD AGENA D DEB,1969-082BV,1969-082BV,0,MEDIUM,US,6/13/2024 3:48,7/28/2024 0:00,60day_msg,Prediction,4
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,7/10/2024 23:09,7/28/2024 0:00,60day_msg,Prediction,4
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,7/4/2024 4:07,7/28/2024 0:00,60day_msg,Prediction,4
14756,14756,TITAN 3C TRANSTAGE DEB,1965-108Y,1965-108Y,0,MEDIUM,US,7/10/2024 23:09,7/28/2024 0:00,60day_msg,Prediction,4
30554,30554,FENGYUN 1C DEB,1999-025AKU,1999-025AKU,0,SMALL,PRC,7/10/2024 23:09,7/28/2024 0:00,60day_msg,Prediction,4
41171,41171,VELOX 2,2015-077F,2015-077F,0,MEDIUM,SING,6/13/2024 3:48,7/28/2024 0:00,60day_msg,Prediction,4
43690,43690,CICERO 10,2018-088A,2018-088A,0,MEDIUM,US,7/4/2024 4:07,7/28/2024 0:00,60day_msg,Prediction,4
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,7/17/2024 20:36,7/28/2024 0:00,60day_msg,Prediction,4
45559,45559,STARLINK-1344,2020-025AE,2020-025AE,0,LARGE,US,6/19/2024 1:55,7/28/2024 0:00,60day_msg,Prediction,4
45574,45574,STARLINK-1324,2020-025AV,2020-025AV,0,LARGE,US,6/6/2024 6:29,7/28/2024 0:00,60day_msg,Prediction,4
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,2/1/2025 17:22,7/28/2024 0:00,satcat,Historical,1
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/28/2024 0:35,7/28/2024 0:00,decay_msg,Historical,2
47964,47964,SMOG-1,2021-022AJ,2021-022AJ,0,SMALL,HUN,2/1/2025 17:22,7/28/2024 0:00,satcat,Historical,1
47964,47964,SMOG-1,2021-022AJ,2021-022AJ,0,SMALL,HUN,8/2/2024 6:45,7/28/2024 0:00,decay_msg,Historical,2
48005,48005,STARLINK-2254,2021-024AE,2021-024AE,0,LARGE,US,7/4/2024 4:07,7/28/2024 0:00,60day_msg,Prediction,4
49604,49604,COSMOS 1408 DEB,1982-092CV,1982-092CV,0,MEDIUM,CIS,2/1/2025 17:22,7/28/2024 0:00,satcat,Historical,1
49604,49604,COSMOS 1408 DEB,1982-092CV,1982-092CV,0,MEDIUM,CIS,8/2/2024 6:45,7/28/2024 0:00,decay_msg,Historical,2
49604,49604,COSMOS 1408 DEB,1982-092CV,1982-092CV,0,MEDIUM,CIS,7/25/2024 4:22,7/28/2024 0:00,60day_msg,Prediction,4
49604,49604,COSMOS 1408 DEB,1982-092CV,1982-092CV,0,MEDIUM,CIS,7/17/2024 20:36,7/28/2024 0:00,60day_msg,Prediction,4
49764,49764,STARLINK-3206,2021-115AS,2021-115AS,0,LARGE,US,7/17/2024 20:36,7/28/2024 0:00,60day_msg,Prediction,4
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,2/1/2025 17:22,7/28/2024 0:00,satcat,Historical,1
51842,51842,OBJECT U,2022-019U,2022-019U,0,LARGE,PRC,7/28/2024 15:28,7/28/2024 0:00,decay_msg,Historical,2
52424,52424,OBJECT AG,2022-047AG,2022-047AG,0,MEDIUM,TBD,7/10/2024 23:09,7/28/2024 0:00,60day_msg,Prediction,4
52958,52958,FREGAT DEB,2011-037PM,2011-037PM,0,SMALL,CIS,6/6/2024 6:29,7/28/2024 0:00,60day_msg,Prediction,4
55014,55014,LEMUR 2 DISCLAIMER,2023-001F,2023-001F,0,MEDIUM,US,2/1/2025 17:22,7/28/2024 0:00,satcat,Historical,1
55014,55014,LEMUR 2 DISCLAIMER,2023-001F,2023-001F,0,MEDIUM,US,8/2/2024 6:45,7/28/2024 0:00,decay_msg,Historical,2
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/26/2024 9:06,7/27/2024 9:28,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/27/2024 1:28,7/27/2024 7:47,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/26/2024 21:42,7/27/2024 7:47,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/27/2024 5:25,7/27/2024 7:45,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/27/2024 8:10,7/27/2024 7:19,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/25/2024 6:27,7/27/2024 6:54,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/25/2024 4:07,7/27/2024 4:01,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/25/2024 1:27,7/27/2024 3:58,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/26/2024 3:29,7/27/2024 3:53,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/26/2024 16:05,7/27/2024 2:57,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/26/2024 20:46,7/27/2024 2:54,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/27/2024 0:22,7/27/2024 2:14,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/27/2024 12:02,7/27/2024 23:18,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/27/2024 16:06,7/27/2024 21:45,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/28/2024 0:13,7/27/2024 21:41,TIP_msg,Prediction,3
45698,45698,STARLINK-1370,2020-035AT,2020-035AT,0,LARGE,US,7/27/2024 19:23,7/27/2024 21:41,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/26/2024 23:21,7/27/2024 20:48,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/27/2024 7:03,7/27/2024 1:42,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/25/2024 4:49,7/27/2024 18:29,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 11:06,7/27/2024 18:10,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 6:32,7/27/2024 18:09,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 14:44,7/27/2024 16:55,TIP_msg,Prediction,3
44924,44924,STARLINK-1111,2020-001L,2020-001L,0,LARGE,US,7/27/2024 10:20,7/27/2024 16:50,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 18:55,7/27/2024 16:50,TIP_msg,Prediction,3
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 11:33,7/27/2024 16:46,TIP_msg,Prediction,3
44924,44924,STARLINK-1111,2020-001L,2020-001L,0,LARGE,US,7/27/2024 14:35,7/27/2024 15:33,TIP_msg,Prediction,3
44924,44924,STARLINK-1111,2020-001L,2020-001L,0,LARGE,US,7/27/2024 18:58,7/27/2024 15:32,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/25/2024 1:55,7/27/2024 13:13,TIP_msg,Prediction,3
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/25/2024 12:12,7/27/2024 12:23,TIP_msg,Prediction,3
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/25/2024 12:12,7/27/2024 11:23,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/25/2024 13:54,7/27/2024 0:29,TIP_msg,Prediction,3
26416,26416,CZ-4 DEB,1999-057JM,1999-057JM,0,SMALL,PRC,6/26/2024 5:47,7/27/2024 0:00,60day_msg,Prediction,4
27751,27751,SL-16 DEB,1992-093JN,1992-093JN,0,SMALL,CIS,7/10/2024 23:09,7/27/2024 0:00,60day_msg,Prediction,4
30554,30554,FENGYUN 1C DEB,1999-025AKU,1999-025AKU,0,SMALL,PRC,7/4/2024 4:07,7/27/2024 0:00,60day_msg,Prediction,4
32188,32188,FENGYUN 1C DEB,1999-025CUJ,1999-025CUJ,0,SMALL,PRC,4/9/2025 19:42,7/27/2024 0:00,satcat,Historical,1
32433,32433,FENGYUN 1C DEB,1999-025DAV,1999-025DAV,0,SMALL,PRC,7/17/2024 20:36,7/27/2024 0:00,60day_msg,Prediction,4
35955,35955,ARIANE 40 DEB,1993-061K,1993-061K,0,SMALL,FR,7/10/2024 23:09,7/27/2024 0:00,60day_msg,Prediction,4
35955,35955,ARIANE 40 DEB,1993-061K,1993-061K,0,SMALL,FR,7/4/2024 4:07,7/27/2024 0:00,60day_msg,Prediction,4
41171,41171,VELOX 2,2015-077F,2015-077F,0,MEDIUM,SING,6/19/2024 1:55,7/27/2024 0:00,60day_msg,Prediction,4
43690,43690,CICERO 10,2018-088A,2018-088A,0,MEDIUM,US,6/13/2024 3:48,7/27/2024 0:00,60day_msg,Prediction,4
44924,44924,STARLINK-1111,2020-001L,2020-001L,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
44924,44924,STARLINK-1111,2020-001L,2020-001L,0,LARGE,US,7/27/2024 19:40,7/27/2024 0:00,decay_msg,Historical,2
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/27/2024 4:08,7/27/2024 0:00,decay_msg,Historical,2
45559,45559,STARLINK-1344,2020-025AE,2020-025AE,0,LARGE,US,6/6/2024 6:29,7/27/2024 0:00,60day_msg,Prediction,4
45574,45574,STARLINK-1324,2020-025AV,2020-025AV,0,LARGE,US,6/13/2024 3:48,7/27/2024 0:00,60day_msg,Prediction,4
47181,47181,STARLINK-1927,2020-088BM,2020-088BM,0,LARGE,US,6/19/2024 1:55,7/27/2024 0:00,60day_msg,Prediction,4
47581,47581,STARLINK-1984,2021-009AK,2021-009AK,0,LARGE,US,6/13/2024 3:48,7/27/2024 0:00,60day_msg,Prediction,4
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/27/2024 2:03,7/27/2024 0:00,decay_msg,Historical,2
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
47846,47846,STARLINK-2456,2021-018BM,2021-018BM,0,LARGE,US,7/27/2024 19:59,7/27/2024 0:00,decay_msg,Historical,2
47964,47964,SMOG-1,2021-022AJ,2021-022AJ,0,SMALL,HUN,7/25/2024 4:22,7/27/2024 0:00,60day_msg,Prediction,4
47964,47964,SMOG-1,2021-022AJ,2021-022AJ,0,SMALL,HUN,7/17/2024 20:36,7/27/2024 0:00,60day_msg,Prediction,4
49789,49789,COSMOS 1408 DEB,1982-092JF,1982-092JF,0,MEDIUM,CIS,5/29/2024 22:24,7/27/2024 0:00,60day_msg,Prediction,4
49840,49840,COSMOS 1408 DEB,1982-092KX,1982-092KX,0,SMALL,CIS,6/13/2024 3:48,7/27/2024 0:00,60day_msg,Prediction,4
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,7/31/2024 5:15,7/27/2024 0:00,decay_msg,Historical,2
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,7/25/2024 4:22,7/27/2024 0:00,60day_msg,Prediction,4
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/27/2024 6:40,7/27/2024 0:00,decay_msg,Historical,2
52958,52958,FREGAT DEB,2011-037PM,2011-037PM,0,SMALL,CIS,6/26/2024 5:47,7/27/2024 0:00,60day_msg,Prediction,4
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
55695,55695,STARLINK-30050,2023-026A,2023-026A,0,LARGE,US,7/27/2024 8:24,7/27/2024 0:00,decay_msg,Historical,2
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
55699,55699,STARLINK-30055,2023-026E,2023-026E,0,LARGE,US,7/27/2024 8:50,7/27/2024 0:00,decay_msg,Historical,2
60220,60220,RESURS P1 DEB,2013-030J,2013-030J,0,SMALL,CIS,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
60220,60220,RESURS P1 DEB,2013-030J,2013-030J,0,SMALL,CIS,8/2/2024 6:45,7/27/2024 0:00,decay_msg,Historical,2
60225,60225,RESURS P1 DEB,2013-030P,2013-030P,0,SMALL,CIS,2/1/2025 17:22,7/27/2024 0:00,satcat,Historical,1
60225,60225,RESURS P1 DEB,2013-030P,2013-030P,0,SMALL,CIS,8/2/2024 6:45,7/27/2024 0:00,decay_msg,Historical,2
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/25/2024 11:49,7/26/2024 9:44,TIP_msg,Prediction,3
55701,55701,STARLINK-30065,2023-026G,2023-026G,0,LARGE,US,7/24/2024 5:49,7/26/2024 6:19,TIP_msg,Prediction,3
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/25/2024 23:52,7/26/2024 6:00,TIP_msg,Prediction,3
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/25/2024 22:32,7/26/2024 5:59,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/25/2024 23:23,7/26/2024 5:20,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/22/2024 5:48,7/26/2024 5:19,TIP_msg,Prediction,3
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/26/2024 4:08,7/26/2024 5:19,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/25/2024 17:03,7/26/2024 5:13,TIP_msg,Prediction,3
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/26/2024 10:11,7/26/2024 5:11,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/24/2024 7:43,7/26/2024 5:06,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/26/2024 2:21,7/26/2024 4:46,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/26/2024 4:35,7/26/2024 4:23,TIP_msg,Prediction,3
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/25/2024 3:37,7/26/2024 3:49,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/26/2024 12:19,7/26/2024 23:41,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/26/2024 17:07,7/26/2024 23:37,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/27/2024 4:14,7/26/2024 23:11,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/26/2024 21:13,7/26/2024 23:05,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/26/2024 12:37,7/26/2024 23:04,TIP_msg,Prediction,3
51119,51119,STARLINK-3390,2022-005R,2022-005R,0,LARGE,US,7/26/2024 0:20,7/26/2024 22:56,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/26/2024 1:29,7/26/2024 22:44,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/27/2024 2:22,7/26/2024 21:39,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/26/2024 19:10,7/26/2024 21:39,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/26/2024 15:12,7/26/2024 21:15,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/26/2024 8:39,7/26/2024 21:08,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/26/2024 18:46,7/26/2024 20:54,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/27/2024 1:28,7/26/2024 20:53,TIP_msg,Prediction,3
47737,47737,STARLINK-2148,2021-017R,2021-017R,0,LARGE,US,7/26/2024 18:06,7/26/2024 20:53,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/25/2024 8:46,7/26/2024 20:10,TIP_msg,Prediction,3
45378,45378,STARLINK-1310,2020-019U,2020-019U,0,LARGE,US,7/25/2024 17:58,7/26/2024 18:04,TIP_msg,Prediction,3
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/25/2024 2:55,7/26/2024 16:27,TIP_msg,Prediction,3
12755,12755,COSMOS 1275 DEB,1981-053CY,1981-053CY,0,SMALL,CIS,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
12755,12755,COSMOS 1275 DEB,1981-053CY,1981-053CY,0,SMALL,CIS,7/31/2024 4:55,7/26/2024 0:00,decay_msg,Historical,2
12755,12755,COSMOS 1275 DEB,1981-053CY,1981-053CY,0,SMALL,CIS,7/25/2024 4:22,7/26/2024 0:00,60day_msg,Prediction,4
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,7/31/2024 5:15,7/26/2024 0:00,decay_msg,Historical,2
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,7/25/2024 4:22,7/26/2024 0:00,60day_msg,Prediction,4
14631,14631,SL-3 DEB,1983-075E,1983-075E,0,SMALL,CIS,7/17/2024 20:36,7/26/2024 0:00,60day_msg,Prediction,4
14819,14819,COSMOS 1544,1984-027A,1984-027A,0,LARGE,CIS,6/19/2024 1:55,7/26/2024 0:00,60day_msg,Prediction,4
34643,34643,IRIDIUM 33 DEB,1997-051JU,1997-051JU,0,SMALL,US,6/19/2024 1:55,7/26/2024 0:00,60day_msg,Prediction,4
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
37159,37159,H-2A R/B,2010-045B,2010-045B,0,LARGE,JPN,7/26/2024 6:14,7/26/2024 0:00,decay_msg,Historical,2
37413,37413,FENGYUN 1C DEB,1999-025EGF,1999-025EGF,0,SMALL,PRC,6/6/2024 6:29,7/26/2024 0:00,60day_msg,Prediction,4
43426,43426,CZ-2D DEB,2015-078B,2015-078B,0,SMALL,PRC,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
43426,43426,CZ-2D DEB,2015-078B,2015-078B,0,SMALL,PRC,7/31/2024 5:15,7/26/2024 0:00,decay_msg,Historical,2
45101,45101,STARLINK-1194,2020-006BK,2020-006BK,0,LARGE,US,6/19/2024 1:55,7/26/2024 0:00,60day_msg,Prediction,4
47181,47181,STARLINK-1927,2020-088BM,2020-088BM,0,LARGE,US,6/6/2024 6:29,7/26/2024 0:00,60day_msg,Prediction,4
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
47369,47369,STARLINK-2085,2021-005W,2021-005W,0,LARGE,US,7/26/2024 11:10,7/26/2024 0:00,decay_msg,Historical,2
47751,47751,STARLINK-2168,2021-017AF,2021-017AF,0,LARGE,US,7/4/2024 4:07,7/26/2024 0:00,60day_msg,Prediction,4
47961,47961,3B5GSAT,2021-022AF,2021-022AF,0,SMALL,UK,7/25/2024 4:22,7/26/2024 0:00,60day_msg,Prediction,4
47961,47961,3B5GSAT,2021-022AF,2021-022AF,0,SMALL,UK,7/4/2024 4:07,7/26/2024 0:00,60day_msg,Prediction,4
48901,48901,TROPICS PATHFINDER,2021-059Y,2021-059Y,0,MEDIUM,US,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
48901,48901,TROPICS PATHFINDER,2021-059Y,2021-059Y,0,MEDIUM,US,7/31/2024 5:15,7/26/2024 0:00,decay_msg,Historical,2
49789,49789,COSMOS 1408 DEB,1982-092JF,1982-092JF,0,MEDIUM,CIS,6/13/2024 3:48,7/26/2024 0:00,60day_msg,Prediction,4
49840,49840,COSMOS 1408 DEB,1982-092KX,1982-092KX,0,SMALL,CIS,6/19/2024 1:55,7/26/2024 0:00,60day_msg,Prediction,4
49840,49840,COSMOS 1408 DEB,1982-092KX,1982-092KX,0,SMALL,CIS,5/29/2024 22:24,7/26/2024 0:00,60day_msg,Prediction,4
50810,50810,STARLINK-3348,2022-001H,2022-001H,0,LARGE,US,7/17/2024 20:36,7/26/2024 0:00,60day_msg,Prediction,4
50967,50967,COSMOS 1408 DEB,1982-092AXN,1982-092AXN,0,SMALL,CIS,7/17/2024 20:36,7/26/2024 0:00,60day_msg,Prediction,4
52740,52740,LEMUR 2 HANCOM-1,2022-057J,2022-057J,0,SMALL,US,2/1/2025 17:22,7/26/2024 0:00,satcat,Historical,1
52740,52740,LEMUR 2 HANCOM-1,2022-057J,2022-057J,0,SMALL,US,7/31/2024 5:15,7/26/2024 0:00,decay_msg,Historical,2
58344,58344,PICO-01C008,2023-174CS,2023-174CS,0,SMALL,IT,7/4/2024 4:07,7/26/2024 0:00,60day_msg,Prediction,4
55701,55701,STARLINK-30065,2023-026G,2023-026G,0,LARGE,US,7/25/2024 15:05,7/25/2024 9:39,TIP_msg,Prediction,3
