OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2025-07-21T03:42:06.300576,15.06399763,.0001561,53.0561,146.0249,88.3864,271.7304,0,U,44714,999,31402,.2081E-4,.28E-6,0
STARLINK-1010,2019-074D,2025-07-21T12:09:08.491392,15.60501830,.000219,53.0532,121.2578,161.8841,198.2250,0,U,44716,999,31438,.86526E-3,.7275E-3,0
STARLINK-1011,2019-074E,2025-07-20T15:05:45.419424,15.06403093,.0001479,53.0547,168.3791,69.4818,290.6330,0,U,44717,999,31349,.5421E-4,.526E-5,0
STARLINK-1012,2019-074F,2025-07-21T03:10:14.918304,15.06404355,.0001395,53.0554,146.1226,90.1172,269.9977,0,U,44718,999,31401,.25296E-5,-.244E-5,0
STARLINK-1013,2019-074G,2025-07-21T14:00:01.000224,15.85341292,.000698,53.0462,109.6395,67.1368,265.0518,0,U,44719,999,31456,.82677E-3,.205832E-2,0
STARLINK-1015,2019-074J,2025-07-21T06:00:00.999648,15.71187536,.0008831,53.0517,116.5076,62.4760,118.2535,0,U,44721,999,31443,.99261E-3,.129573E-2,0
STARLINK-1017,2019-074L,2025-07-20T13:04:55.932384,15.07966698,.0002865,53.0537,148.5166,54.2686,305.8570,0,U,44723,999,31393,.13339E-2,.20507E-3,0
STARLINK-1019,2019-074M,2025-07-21T03:04:56.846208,15.06402595,.0001613,53.0547,146.1369,92.5950,267.5224,0,U,44724,999,31401,.32774E-4,.207E-5,0
STARLINK-1020,2019-074N,2025-07-21T07:59:33.175968,15.06396953,.0001226,53.0546,165.2201,86.5151,273.5978,0,U,44725,999,31376,.95064E-4,.1135E-4,0
STARLINK-1021,2019-074P,2025-07-20T23:05:04.505280,15.67553811,.0009508,53.0492,121.7101,62.5266,297.6715,0,U,44726,999,31417,.90678E-3,.101439E-2,0
STARLINK-1029,2019-074X,2025-07-20T22:00:01.999584,15.63634750,.0001803,53.0565,43.7851,219.4128,349.6975,0,U,44734,999,31541,.16324E-2,.157206E-2,0
STARLINK-1030,2019-074Y,2025-07-21T14:00:01.000224,15.74323519,.0008096,53.0470,138.8438,53.0205,56.6899,0,U,44735,999,31415,.87135E-3,.129953E-2,0
STARLINK-1031,2019-074Z,2025-07-21T06:08:09.335904,15.29500024,.0005859,53.0576,156.9574,28.9083,331.2240,0,U,44736,999,31388,.16833E-2,.48775E-3,0
STARLINK-1036,2019-074AE,2025-07-21T03:55:22.628640,15.06397838,.000132,53.0547,165.9828,83.8091,276.3048,0,U,44741,999,31374,.10013E-4,-.132E-5,0
STARLINK-1039,2019-074AH,2025-07-21T05:22:24.447648,15.06569223,.0001949,53.0525,185.7048,79.1610,280.9599,0,U,44744,999,31347,.98836E-3,.14538E-3,0
STARLINK-1042,2019-074AL,2025-07-21T00:50:29.990976,15.38958447,.0003618,53.0488,116.3121,127.3634,232.7699,0,U,44747,999,31445,.32845E-3,.12482E-3,0
STARLINK-1043,2019-074AM,2025-07-21T08:02:11.711328,15.06393276,.0000885,53.0547,185.2125,69.6950,290.4134,0,U,44748,999,31349,.1932E-4,.7E-7,0
STARLINK-1046,2019-074AQ,2025-07-20T22:50:11.489568,15.06396622,.0001215,53.0551,186.9339,80.6599,279.4527,0,U,44751,999,31326,-.51793E-4,-.1053E-4,0
STARLINK-1047,2019-074AR,2025-07-21T02:35:50.200224,15.25849930,.0001871,53.0710,142.7093,169.2728,190.8310,0,U,44752,999,31407,.51844E-3,.13127E-3,0
STARLINK-1048,2019-074AS,2025-07-21T02:38:24.501984,15.06400958,.0001437,53.0547,146.2225,85.8154,274.3000,0,U,44753,999,31401,.26063E-4,.107E-5,0
STARLINK-1053,2019-074AX,2025-07-20T19:42:42.853248,15.50863548,.00019,53.0434,141.2255,88.4924,271.6302,0,U,44758,999,31390,.64183E-3,.37443E-3,0
STARLINK-1054,2019-074AY,2025-07-21T04:20:24.497376,15.47239083,.0009095,53.0518,170.4077,23.5377,336.6044,0,U,44759,999,31369,.22093E-2,.115741E-2,0
STARLINK-1056,2019-074BA,2025-07-21T03:32:20.880960,15.59523368,.0001047,53.0478,165.2100,78.9478,281.1652,0,U,44761,999,31376,.12252E-2,.99763E-3,0
STARLINK-1057,2019-074BB,2025-07-21T14:00:01.000224,15.68033199,.000996,53.0490,139.7786,50.6208,78.6498,0,U,44762,999,31414,.11335E-2,.129935E-2,0
STARLINK-1060,2019-074BE,2025-07-20T04:44:45.191328,15.06392438,.0001341,53.0545,170.3132,69.7356,290.3777,0,U,44765,999,31342,-.39513E-5,-.34E-5,0
STARLINK-1063,2019-074BH,2025-07-20T16:12:07.147008,15.06404589,.000123,53.0541,188.1727,81.0454,279.0674,0,U,44768,999,31323,.76079E-4,.852E-5,0
STARLINK-1067,2019-074BL,2025-07-21T07:51:35.186112,15.06396058,.0001093,53.0554,185.2466,71.7689,288.3419,0,U,44771,999,31349,-.45215E-4,-.955E-5,0
STARLINK-1068,2019-074BM,2025-07-21T04:27:13.324032,15.06396755,.0001475,53.0546,165.8839,96.7708,263.3449,0,U,44772,999,31374,-.7941E-7,-.283E-5,0
STARLINK-1098,2020-001D,2025-07-21T06:00:00.999648,15.77052536,.0012719,53.0526,279.0510,306.6537,235.0048,0,U,44917,999,30533,.83173E-3,.140417E-2,0
STARLINK-1104,2020-001J,2025-07-21T05:18:16.015680,15.80600009,.0011526,53.0544,280.4814,310.9620,49.0403,0,U,44922,999,30531,.78655E-3,.156067E-2,0
STARLINK-1112,2020-001M,2025-07-21T11:13:22.405152,15.37797100,.0007227,53.0542,290.4648,271.4722,88.5453,0,U,44925,999,30519,.12505E-2,.47064E-3,0
STARLINK-1114,2020-001P,2025-07-21T13:20:39.401376,15.06401161,.0001421,53.0550,304.2180,89.8313,270.2839,0,U,44927,999,30501,.55793E-4,.55E-5,0
STARLINK-1123,2020-001S,2025-07-21T12:06:21.228768,15.06398447,.0001248,53.0562,304.4501,90.6028,269.5104,0,U,44930,999,30500,.31094E-4,.182E-5,0
STARLINK-1144,2020-001V,2025-07-21T11:54:17.868096,15.40176369,.0003321,53.0499,269.8868,82.8344,277.3037,0,U,44933,999,30678,.12187E-2,.49579E-3,0
STARLINK-1071,2020-001W,2025-07-20T21:08:19.116384,15.79195746,.001345,53.0471,258.1439,318.2439,41.7554,0,U,44934,999,30558,.7942E-3,.147866E-2,0
STARLINK-1079,2020-001Z,2025-07-21T14:00:01.000224,15.98613116,.0005146,53.0254,172.0038,355.8317,237.5122,0,U,44937,999,30686,.64174E-3,.308939E-2,.50482E-4
STARLINK-1091,2020-001AC,2025-07-21T10:50:07.516032,15.56914902,.0008112,53.0481,265.0827,310.6952,49.3353,0,U,44940,999,30554,.11378E-2,.83854E-3,0
STARLINK-1094,2020-001AD,2025-07-21T12:24:55.575360,15.06404928,.0001199,53.0559,284.3925,79.8059,280.3065,0,U,44941,999,30528,.92342E-4,.1094E-4,0
STARLINK-1096,2020-001AE,2025-07-21T10:22:12.248544,15.66862222,.0003292,52.9976,94.6640,85.3412,274.7979,0,U,44942,999,30792,.41978E-3,.44951E-3,0
STARLINK-1122,2020-001AM,2025-07-21T12:56:46.721760,15.06403085,.0001046,53.0565,284.2932,90.1476,269.9633,0,U,44949,999,30528,.2981E-4,.163E-5,0
STARLINK-1066,2020-001AS,2025-07-21T02:39:35.509824,15.71711962,.001483,53.0505,240.1741,327.7142,32.2966,0,U,44954,999,30581,.10298E-2,.138158E-2,0
STARLINK-1080,2020-001AZ,2025-07-20T20:58:43.853952,15.06395426,.0001245,53.0549,267.2845,92.4075,267.7057,0,U,44961,999,30547,-.1242E-4,-.466E-5,0
STARLINK-1090,2020-001BG,2025-07-20T21:04:02.488512,15.06397591,.0001096,53.0552,267.2677,83.8341,276.2773,0,U,44968,999,30547,.53688E-4,.518E-5,0
STARLINK-1093,2020-001BJ,2025-07-20T22:00:01.999584,15.98473701,.0003437,53.0333,166.1685,45.2008,336.5126,0,U,44970,999,597,.66384E-3,.316895E-2,.52495E-4
STARLINK-1107,2020-001BL,2025-07-21T10:14:38.519808,15.47241772,.0000362,53.0156,215.0057,334.2161,25.8827,0,U,44972,999,30625,.72983E-3,.37511E-3,0
STARLINK-1115,2020-001BM,2025-07-21T04:35:28.334688,15.80265009,.0008483,53.0297,182.0270,6.3719,353.7408,0,U,44973,999,30669,.9469E-3,.185404E-2,0
STARLINK-1132,2020-006A,2025-07-21T10:25:29.742528,15.06392375,.000102,53.0543,224.7641,87.0017,273.1088,0,U,45044,999,30222,.29787E-4,.162E-5,0
STARLINK-1131,2020-006D,2025-07-20T13:09:05.813280,15.06394212,.0001166,53.0546,249.2831,85.3074,274.8048,0,U,45047,999,30146,.30526E-4,.173E-5,0
STARLINK-1134,2020-006E,2025-07-20T09:12:31.019040,15.19241908,.0003902,53.0521,239.8465,206.9455,153.1338,0,U,45048,999,30158,.12053E-2,.25488E-3,0
STARLINK-1148,2020-006J,2025-07-19T11:38:31.078752,16.09076505,.0003801,53.0317,149.7057,13.3443,95.4132,0,U,45052,999,30310,.73378E-3,.666146E-2,.2428E-3
STARLINK-1156,2020-006L,2025-07-21T02:46:22.999008,15.06396740,.0001021,53.0550,246.1963,87.7336,272.3770,0,U,45054,999,30189,-.45708E-4,-.962E-5,0
STARLINK-1159,2020-006P,2025-07-20T23:56:32.096544,15.06393842,.0000853,53.0544,246.7251,80.7530,279.3555,0,U,45057,999,30188,.80936E-4,.924E-5,0
STARLINK-1166,2020-006S,2025-07-20T13:03:40.701312,15.06398146,.000117,53.0544,248.7631,88.2471,271.8652,0,U,45060,999,30147,.17243E-4,-.25E-6,0
STARLINK-1169,2020-006T,2025-07-20T19:36:27.992160,15.06394603,.0000996,53.0537,247.5394,76.0819,284.0281,0,U,45061,999,30151,.38667E-4,.295E-5,0
STARLINK-1171,2020-006U,2025-07-20T12:53:03.807168,15.06399822,.0001093,53.0542,248.7924,85.9896,274.1218,0,U,45062,999,30147,.46742E-4,.415E-5,0
STARLINK-1133,2020-006W,2025-07-20T11:36:05.869728,15.06395399,.0001006,53.0537,229.0309,83.4090,276.7013,0,U,45064,999,30209,.67576E-4,.725E-5,0
STARLINK-1150,2020-006Z,2025-07-21T14:00:01.000224,15.69041843,.0011511,53.0500,202.7120,359.2203,283.5485,0,U,45067,999,30254,.12593E-2,.151057E-2,0
STARLINK-1167,2020-006AD,2025-07-20T10:37:43.669056,15.06389115,.0001186,53.0544,229.2192,86.9119,273.2006,0,U,45071,999,30173,-.15507E-4,-.512E-5,0
STARLINK-1168,2020-006AE,2025-07-21T10:36:06.811200,15.06397066,.0000892,53.0540,224.7325,76.1884,283.9204,0,U,45072,999,30223,.67996E-4,.732E-5,0
STARLINK-1172,2020-006AG,2025-07-20T18:56:38.808384,15.06394741,.000115,53.0542,227.6621,79.4885,280.6234,0,U,45074,999,30178,-.18811E-4,-.561E-5,0
STARLINK-1153,2020-006AN,2025-07-20T08:51:34.172064,15.06393368,.0001202,53.0541,229.5495,87.2914,272.8212,0,U,45080,999,30172,-.26734E-4,-.679E-5,0
STARLINK-1151,2020-006AP,2025-07-21T05:12:21.399840,15.06398337,.0001098,53.0537,225.8153,80.9022,279.2092,0,U,45081,999,30220,.30921E-4,.179E-5,0
STARLINK-1190,2020-006AR,2025-07-21T05:16:34.950144,15.62916177,.0001148,53.0520,225.1261,88.4237,271.6909,0,U,45083,999,30220,.48364E-3,.44273E-3,0
STARLINK-1173,2020-006AS,2025-07-21T06:00:00.999648,15.61373097,.0004852,53.0544,190.4338,38.6382,328.7947,0,U,45084,999,30280,.14624E-2,.128463E-2,0
STARLINK-1179,2020-006AT,2025-07-21T05:29:32.444736,15.68619782,.0008803,53.0495,185.3114,14.5130,345.6137,0,U,45085,999,30276,.116E-2,.136258E-2,0
STARLINK-1185,2020-006AV,2025-07-20T17:29:02.449248,15.06406238,.000087,53.0532,207.9320,81.1964,278.9123,0,U,45087,999,30206,.1475E-3,.1917E-4,0
STARLINK-1183,2020-006AW,2025-07-20T18:00:54.382752,15.06401676,.0001215,53.0539,207.8323,61.9384,298.1727,0,U,45088,999,30206,-.29815E-5,-.326E-5,0
STARLINK-1176,2020-006AY,2025-07-21T14:00:01.000224,15.59865541,.0010791,53.0527,185.5506,14.4791,344.4427,0,U,45090,999,30244,.10441E-2,.86124E-3,0
STARLINK-1142,2020-006BB,2025-07-20T15:22:38.088768,15.41487935,.0003401,53.0436,173.1090,63.1681,296.9671,0,U,45093,999,30254,.83852E-3,.35443E-3,0
STARLINK-1146,2020-006BC,2025-07-21T14:00:01.000224,15.68462227,.0008697,53.0525,184.7035,25.2560,96.7199,0,U,45094,999,30280,.92188E-3,.107086E-2,0
STARLINK-1147,2020-006BD,2025-07-21T14:00:01.000224,15.68352722,.0004676,53.0495,186.9747,42.6117,340.4408,0,U,45095,999,30277,.97451E-3,.112647E-2,0
STARLINK-1152,2020-006BE,2025-07-20T17:06:02.872800,15.17316544,.0003991,53.0502,200.2852,278.0815,81.9725,0,U,45096,999,30216,.80528E-3,.15976E-3,0
STARLINK-1184,2020-006BG,2025-07-20T10:24:26.756928,15.06388926,.0001105,53.0540,209.2563,86.2567,273.8548,0,U,45098,999,30201,.94103E-4,.112E-4,0
STARLINK-1193,2020-006BJ,2025-07-21T07:01:07.532256,15.06417629,.0000901,53.0536,205.4007,81.5782,278.5309,0,U,45100,999,30249,.22082E-3,.3011E-4,0
STARLINK-1143,2020-012B,2025-07-21T10:00:45.386208,15.27329720,.0002306,53.0589,347.5478,161.0364,199.0721,0,U,45179,999,29957,.16328E-2,.44205E-3,0
STARLINK-1200,2020-012D,2025-07-21T14:00:01.000224,15.77149389,.0008629,53.0522,343.6734,271.2392,345.3916,0,U,45181,999,29963,.12695E-2,.216933E-2,0
STARLINK-1201,2020-012E,2025-07-21T14:00:01.000224,15.74473753,.001216,53.0501,321.9854,282.0683,344.5295,0,U,45182,999,29994,.11579E-2,.17538E-2,0
STARLINK-1202,2020-012F,2025-07-21T10:06:55.241280,15.06397727,.0001516,53.0555,4.8231,101.0037,259.1123,0,U,45183,999,29933,.72226E-4,.794E-5,0
STARLINK-1216,2020-012H,2025-07-21T11:31:51.071808,15.06396042,.0001881,53.0607,4.5559,92.8252,267.2953,0,U,45185,999,29934,-.11174E-4,-.448E-5,0
STARLINK-1224,2020-012J,2025-07-21T06:00:00.999648,15.75325419,.0008528,53.0497,345.3398,270.0975,358.9404,0,U,45186,999,29958,.18037E-2,.286995E-2,0
STARLINK-1225,2020-012K,2025-07-20T04:07:36.203520,15.06408115,.0001714,53.0538,10.4341,92.6697,267.4488,0,U,45187,999,29978,-.39826E-3,-.621E-4,0
STARLINK-1228,2020-012L,2025-07-21T14:00:01.000224,15.78280058,.0010669,53.0443,282.8349,290.6528,350.4945,0,U,45188,999,30015,.69895E-3,.124147E-2,0
STARLINK-1230,2020-012M,2025-07-21T04:05:59.902080,15.06387271,.0001289,53.0570,5.9451,87.4012,272.7124,0,U,45189,999,29900,-.18528E-3,-.3039E-4,0
STARLINK-1234,2020-012N,2025-07-21T01:21:27.302400,15.06393013,.0001409,53.0582,326.4593,87.6021,272.5130,0,U,45190,999,29950,.45533E-4,.397E-5,0
STARLINK-1237,2020-012Q,2025-07-21T14:00:01.000224,15.77246526,.0008214,53.0575,344.0136,271.5056,359.8310,0,U,45192,999,29934,.12261E-2,.210193E-2,0
STARLINK-1240,2020-012S,2025-07-21T14:00:01.000224,15.71707684,.0010676,53.0487,342.4880,266.7754,85.0920,0,U,45194,999,29936,.12998E-2,.174738E-2,0
STARLINK-1244,2020-012U,2025-07-21T14:00:01.000224,15.74611256,.0009037,53.0490,343.4704,267.5309,39.3346,0,U,45196,999,29938,.12455E-2,.189781E-2,0
STARLINK-1269,2020-012V,2025-07-21T04:21:55.416960,15.06392906,.0001379,53.0569,5.8961,95.6452,264.4695,0,U,45197,999,29903,.61311E-4,.632E-5,0
STARLINK-1154,2020-012W,2025-07-21T02:33:06.399648,15.06395273,.0001202,53.0522,346.2319,80.4813,279.6312,0,U,45198,999,29927,.53895E-4,.521E-5,0
STARLINK-1199,2020-012Z,2025-07-21T09:11:11.632128,15.06394978,.000151,53.0567,344.9968,91.6858,268.4304,0,U,45201,999,29931,.55963E-4,.552E-5,0
STARLINK-1206,2020-012AC,2025-07-21T11:53:49.136640,15.72658346,.0011213,53.0480,324.0885,281.0262,78.9494,0,U,45204,999,29961,.12637E-2,.17698E-2,0
STARLINK-1208,2020-012AD,2025-07-21T12:45:26.229312,15.69767293,.0012389,53.0537,323.3812,278.4544,81.5068,0,U,45205,999,29964,.13175E-2,.163223E-2,0
STARLINK-1209,2020-012AE,2025-07-21T12:35:32.257824,15.06390673,.0001112,53.0573,324.3617,87.6261,272.4855,0,U,45206,999,29960,.88606E-4,.1038E-4,0
STARLINK-1210,2020-012AF,2025-07-21T12:12:18.742464,15.37076686,.0004452,53.0348,312.5842,56.5051,303.6376,0,U,45207,999,29978,.18247E-2,.67409E-3,0
STARLINK-1219,2020-012AJ,2025-07-21T12:42:41.674464,15.84678936,.0007346,53.0429,293.8582,272.4320,87.5862,0,U,45210,999,30003,.76883E-3,.184938E-2,0
STARLINK-1231,2020-012AL,2025-07-21T02:11:52.566432,15.06393662,.0001632,53.0522,346.3022,89.8934,270.2242,0,U,45212,999,29928,.26263E-4,.11E-5,0
STARLINK-1271,2020-012AR,2025-07-20T16:54:33.710976,15.06397382,.0001272,53.0562,348.0392,89.8902,270.2233,0,U,45217,999,30015,.93237E-4,.1108E-4,0
STARLINK-1191,2020-012AW,2025-07-21T12:14:19.001760,15.06388958,.000117,53.0562,324.4257,91.1501,268.9622,0,U,45222,999,29961,.28231E-4,.139E-5,0
STARLINK-1212,2020-012AX,2025-07-21T12:40:58.162080,15.06390785,.000106,53.0528,324.9947,86.6320,273.4790,0,U,45223,999,29961,-.32136E-4,-.76E-5,0
STARLINK-1215,2020-012AZ,2025-07-21T02:03:55.065600,15.06386236,.000107,53.0552,326.3284,82.8280,277.2831,0,U,45225,999,29955,.10379E-3,.1264E-4,0
STARLINK-1217,2020-012BA,2025-07-21T12:03:46.111392,15.64254974,.0011453,53.0554,305.4448,292.6857,67.2946,0,U,45226,999,29984,.12769E-2,.125782E-2,0
STARLINK-1221,2020-012BB,2025-07-21T05:13:51.542688,15.33345272,.0004245,53.0699,278.8872,15.8501,344.2632,0,U,45227,999,30021,.26906E-3,.8431E-4,0
STARLINK-1222,2020-012BC,2025-07-21T12:24:56.105856,15.06386270,.0001261,53.0577,324.3920,90.3260,269.7874,0,U,45228,999,29962,.14732E-4,-.62E-6,0
STARLINK-1226,2020-012BD,2025-07-21T11:31:50.984544,15.06389479,.0001406,53.0555,324.5581,83.6301,276.4848,0,U,45229,999,29961,.65547E-4,.695E-5,0
STARLINK-1227,2020-012BE,2025-07-20T14:44:31.400448,15.06392827,.0000989,53.0569,328.4466,85.0952,275.0150,0,U,45230,999,29948,.79212E-4,.899E-5,0
STARLINK-1238,2020-012BH,2025-07-21T12:10:49.054944,15.68355566,.0013323,53.0481,324.2557,276.7924,83.1576,0,U,45233,999,29960,.18409E-2,.216872E-2,0
STARLINK-1246,2020-012BK,2025-07-20T18:16:50.003040,15.06398937,.0001282,53.0547,7.7811,89.8026,270.3110,0,U,45235,999,29990,.21711E-4,.42E-6,0
STARLINK-1247,2020-012BL,2025-07-20T22:00:01.999584,15.68922020,.0012021,53.0501,307.1080,289.3760,334.7350,0,U,45236,999,600,.85299E-3,.101052E-2,0
STARLINK-1270,2020-012BM,2025-07-20T11:59:58.088832,15.06403325,.000136,53.0566,328.9589,85.8391,274.2754,0,U,45237,999,29946,.71169E-4,.779E-5,0
STARLINK-1279,2020-019A,2025-07-20T22:09:02.289024,15.06422253,.0002213,53.0553,97.0587,83.4476,276.6765,0,U,45360,999,29520,-.32322E-3,-.5096E-4,0
STARLINK-1301,2020-019B,2025-07-21T10:36:07.146432,15.06393052,.0001305,53.0550,104.7308,83.3801,276.7337,0,U,45361,999,29515,.27753E-3,.3854E-4,0
STARLINK-1306,2020-019C,2025-07-21T11:39:50.241888,15.07899070,.0001023,53.0551,124.5139,134.9903,225.1169,0,U,45362,999,29488,.11181E-1,.177579E-2,0
STARLINK-1262,2020-019G,2025-07-21T11:21:13.683456,15.06395776,.0001482,53.0548,124.5898,93.0586,267.0572,0,U,45366,999,29488,.16898E-5,-.256E-5,0
STARLINK-1273,2020-019H,2025-07-20T11:59:59.684640,15.06392953,.0001286,53.0552,128.9641,93.4110,266.7026,0,U,45367,999,29473,-.97159E-5,-.426E-5,0
STARLINK-1276,2020-019J,2025-07-20T22:26:18.293280,15.06414932,.0001621,53.0544,127.0075,86.6229,273.4945,0,U,45368,999,29480,.33171E-3,.4665E-4,0
STARLINK-1277,2020-019K,2025-07-21T04:37:56.709408,15.06397126,.0001572,53.0548,126.4777,88.8328,271.2841,0,U,45369,999,29483,.94027E-4,.1119E-4,0
STARLINK-1281,2020-019L,2025-07-20T18:59:17.672064,15.06398758,.0001493,53.0540,127.6511,87.9802,272.1358,0,U,45370,999,29478,.60909E-4,.626E-5,0
STARLINK-1300,2020-019Q,2025-07-20T22:42:12.754944,15.06405438,.0001491,53.0545,126.9554,90.1529,269.9631,0,U,45374,999,29480,.77049E-4,.866E-5,0
STARLINK-1302,2020-019R,2025-07-21T02:14:31.894944,15.06390207,.0001436,53.0552,126.2958,82.6192,277.4961,0,U,45375,999,29482,-.11991E-3,-.2067E-4,0
STARLINK-1304,2020-019S,2025-07-21T04:16:36.991488,15.06395650,.0001468,53.0559,125.9187,91.0007,269.1150,0,U,45376,999,29483,.78336E-5,-.165E-5,0
STARLINK-1305,2020-019T,2025-07-21T04:53:45.364128,15.06417684,.0001377,53.0551,125.7969,90.2363,269.8784,0,U,45377,999,29484,.19264E-3,.259E-4,0
STARLINK-1319,2020-019V,2025-07-21T01:32:03.552000,15.06401595,.000175,53.0549,126.4270,93.3347,266.7842,0,U,45379,999,29482,.16634E-4,-.34E-6,0
STARLINK-1258,2020-019X,2025-07-20T22:37:06.218112,15.69105361,.0004988,53.0509,85.6828,143.8376,216.2979,0,U,45381,999,29537,.10591E-2,.126557E-2,0
STARLINK-1266,2020-019Z,2025-07-21T11:07:57.864288,15.06394070,.0001422,53.0547,104.6311,99.6464,260.4685,0,U,45383,999,29515,-.58293E-4,-.1149E-4,0
STARLINK-1267,2020-019AA,2025-07-20T22:02:31.824096,15.06400469,.000154,53.0548,107.7372,84.2952,275.8213,0,U,45384,999,29506,.18123E-3,.2419E-4,0
STARLINK-1272,2020-019AC,2025-07-21T02:59:38.324832,15.06403063,.0001534,53.0552,106.1561,92.4770,267.6395,0,U,45386,999,29510,.85156E-5,-.155E-5,0
STARLINK-1274,2020-019AD,2025-07-21T00:34:39.038880,15.20419317,.0001991,53.0609,104.6227,137.2268,222.8883,0,U,45387,999,29509,.46164E-3,.9882E-4,0
STARLINK-1280,2020-019AE,2025-07-21T01:10:50.416032,15.06396129,.0001696,53.0539,126.4956,89.5477,270.5706,0,U,45388,999,29481,-.15284E-4,-.509E-5,0
STARLINK-1283,2020-019AF,2025-07-20T21:30:33.261984,15.06406902,.000144,53.0582,107.1777,95.0011,265.1142,0,U,45389,999,29507,.53767E-4,.52E-5,0
STARLINK-1284,2020-019AG,2025-07-21T00:04:29.266464,15.06400234,.0001346,53.0549,106.6994,87.5452,272.5691,0,U,45390,999,29508,.17585E-4,-.19E-6,0
STARLINK-1292,2020-019AL,2025-07-21T14:00:01.000224,15.48999669,.0001281,53.0551,100.3392,86.0966,267.4868,0,U,45394,999,29495,.17914E-1,.1072774E-1,0
STARLINK-1297,2020-019AM,2025-07-20T21:46:29.190720,15.06388261,.000121,53.0560,107.1305,90.4912,269.6216,0,U,45395,999,29483,.11495E-3,.1431E-4,0
STARLINK-1307,2020-019AP,2025-07-20T21:35:51.896544,15.06407060,.0001402,53.0562,107.1615,95.3759,264.7390,0,U,45397,999,29489,.19108E-4,.3E-7,0
STARLINK-1312,2020-019AQ,2025-07-21T14:00:01.000224,15.51325339,.0001109,53.0552,99.3789,119.7724,284.5362,0,U,45398,999,29498,.15642E-2,.94119E-3,0
STARLINK-1255,2020-019AR,2025-07-21T09:33:43.991712,15.06415557,.000141,53.0547,94.9277,91.8818,268.2332,0,U,45399,999,29509,.22011E-3,.3E-4,0
STARLINK-1259,2020-019AV,2025-07-20T21:55:58.129536,15.60955267,.0001919,53.0549,89.5943,162.2459,197.8621,0,U,45403,999,29512,.1236E-2,.106424E-2,0
STARLINK-1260,2020-019AW,2025-07-21T10:21:30.820608,15.06408747,.0002025,53.0557,94.7806,85.8713,274.2508,0,U,45404,999,29500,.34283E-3,.483E-4,0
STARLINK-1263,2020-019AX,2025-07-20T22:51:28.487520,15.06416999,.0001527,53.0554,96.9302,94.3621,265.7542,0,U,45405,999,29493,.25539E-3,.3526E-4,0
STARLINK-1265,2020-019AY,2025-07-21T10:10:54.501024,15.06394045,.0001333,53.0555,94.8094,92.8319,267.2822,0,U,45406,999,29500,-.4495E-4,-.951E-5,0
STARLINK-1278,2020-019BA,2025-07-21T04:27:12.995712,15.06404876,.0001514,53.0553,125.8823,91.5045,268.6117,0,U,45408,999,29455,-.75805E-6,-.293E-5,0
STARLINK-1296,2020-019BE,2025-07-21T10:16:13.311840,15.06384185,.0001516,53.0555,94.7957,91.9879,268.1284,0,U,45412,999,29500,.10796E-3,.1326E-4,0
STARLINK-1298,2020-019BF,2025-07-20T22:13:50.404512,15.06777145,.0001135,53.0547,97.0397,73.0063,287.1051,0,U,45413,999,29502,.31945E-2,.48116E-3,0
STARLINK-1309,2020-019BG,2025-07-20T21:53:07.658880,15.06396555,.000146,53.0541,97.1106,92.0203,268.0953,0,U,45414,999,29491,-.68096E-5,-.383E-5,0
STARLINK-1316,2020-019BH,2025-07-21T09:39:03.794400,15.06400270,.0001155,53.0554,94.9080,94.5280,265.5841,0,U,45415,999,29502,.15925E-3,.2091E-4,0
STARLINK-1318,2020-019BJ,2025-07-21T14:00:01.000224,15.22834458,.0000817,53.0553,92.6184,81.1611,43.4952,0,U,45416,999,29505,.37792E-2,.90353E-3,0
STARLINK-1286,2020-019BK,2025-07-21T02:35:45.786048,15.06415250,.0001323,53.0554,126.2320,90.5785,269.5356,0,U,45417,999,29482,.28807E-4,.148E-5,0
STARLINK-1308,2020-019BM,2025-07-21T02:30:27.083232,15.06400916,.0001336,53.0552,126.2482,93.5368,266.5774,0,U,45419,999,29456,.63192E-5,-.187E-5,0
STARLINK-1329,2020-025A,2025-07-21T00:09:48.415104,15.06395215,.000143,53.0558,66.6822,91.6031,268.5121,0,U,45531,999,28957,-.18372E-4,-.555E-5,0
STARLINK-1338,2020-025B,2025-07-20T22:50:11.026464,15.06397685,.0001427,53.0541,66.9346,91.9817,268.1335,0,U,45532,999,29016,.13444E-3,.1721E-4,0
STARLINK-1350,2020-025E,2025-07-20T20:31:46.587648,15.29800252,.0000993,53.0762,36.3482,56.9891,303.1204,0,U,45535,999,29060,.22338E-3,.6183E-4,0
STARLINK-1362,2020-025H,2025-07-21T07:34:14.501568,15.06393239,.0001403,53.0558,65.0164,89.1357,270.9792,0,U,45538,999,28963,.7524E-4,.839E-5,0
STARLINK-1368,2020-025K,2025-07-20T22:07:43.039488,15.06401692,.0001298,53.0542,67.0621,93.0315,267.0822,0,U,45540,999,29015,.20027E-4,.17E-6,0
