NORAD_CAT_ID,DECAY_EPOCH,TLE_DOWNLOAD_URL
51842,2024-07-28 20:06:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
50810,2024-07-28 01:12:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/50810/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
51842,2024-07-28 18:12:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
51842,2024-07-28 10:49:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
51842,2024-07-28 10:25:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
51842,2024-07-28 10:09:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45378,2024-07-28 00:43:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45378/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45698,2024-07-28 00:16:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
47846,2024-07-28 00:15:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47846/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
4206,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/4206/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
14631,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/14631/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
14631,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/14631/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
14756,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/14756/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
30554,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/30554/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
41171,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/41171/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
43690,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/43690/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45101,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45101/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45559,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45559/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45574,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45574/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45698,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
45698,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/45698/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
47964,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47964/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
47964,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/47964/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
48005,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/48005/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
49604,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/49604/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
49604,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/49604/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
49604,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/49604/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
49604,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/49604/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
49764,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/49764/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
51842,2024-07-28 00:00:00,https://www.space-track.org/basicspacedata/query/class/tle/NORAD_CAT_ID/51842/EPOCH/>2024-05-29/EPOCH/<2024-07-28/orderby/EPOCH%20desc/format/csv
